Unidade Orçamentária;;UG Executora;;PT;Ação Governo;;Plano Orçamentário;;PTRES;PI;;Fonte SOF;Fonte Recursos;Esfera Orçamentária;;Categoria Econômica Despesa;;Grupo Despesa;;Elemento Despesa;;Natureza Despesa;;Natureza Despesa Detalhada;;Tipo NE CCor;;Modalidade Licitação NE CCor;;Inciso NE CCor;Dia Emissão NE CCor;Mês Emissão NE CCor;Ano Emissão NE CCor;Nota Empenho CCor;Núm. Processo NE CCor;Doc - Observação;Favorecido NE CCor;;DOTACAO INICIAL;DOTACAO ATUALIZADA;PROVISAO RECEBIDA;PROVISAO CONCEDIDA;CREDITO DISPONIVEL;CREDITO INDISPONIVEL;DESPESAS PRE-EMPENHADAS A EMPENHAR;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PROCESSADOS REINSCRITOS;RESTOS A PAGAR PROCESSADOS A PAGAR;RESTOS A PAGAR NAO PROCESSADOS INSCRITOS;RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS;RESTOS A PAGAR NAO PROCESSADOS CANCELADOS;RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS;RESTOS A PAGAR NAO PROCESSADOS PAGOS;RESTOS A PAGAR NAO PROCESSADOS A PAGAR;LIQUIDACOES TOTAIS (EXERCICIO E RPNP);PAGAMENTOS TOTAIS (EXERCICIO E RAP)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 2239 E 2240. REF. SERVICOS MEDICOS. RETENCAO IMP. FED. 5,85 (R$ 10,53) E ISS 2,00 (R$ 3,60). PA 8093-39.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;90,00;90,00;;;;;;;;;90,00;90,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 23912, 24383 E 24673. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 127,76) E 2,00 ISS (R$ 43,68). PA 1947-79.2016;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;1.167,34;1.167,34;;;;;;;;;1.167,34;1.167,34
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 2408 E 2409. SERVICOS ODONTOLOGICOS. RETENCAO IMP. FED. 5,85 (R$ 25,34) E ISS 2,00 (R$ 8,66). PA 531-08.2018.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;287,53;287,53;;;;;;;;;287,53;287,53
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 340899. SERVICOS MEDICOS-HOSPITALARES. RET. IMP. FED. 5,85 (R$ 206,99) E ISS 2,00 (R$ 70,77). PA 897-18.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;3.538,31;3.538,31;;;;;;;;;3.538,31;3.538,31
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 35144, 35215, 35481, 35553, 35889, 35956, 36073 E 35715. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 791,93) E 2,00 ISS (R$ 270,74). PA 2691-74.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;10.811,54;10.811,54;;;;;;;;;10.811,54;10.811,54
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 36167, 36315, 36336, 36404, 36603, 36758. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 456,94) E 2,00 ISS (R$ 156,21). PA 2691-74.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;7.134,66;7.134,66;;;;;;;;;7.134,66;7.134,66
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 37744 E 37929. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 6,95) E 2,00 ISS (R$ 2,38). PA 2691-74.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;102,63;102,63;;;;;;;;;102,63;102,63
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 4093. SERVICOS ODONTOLOGICOS. RETENCAO IMP FED 5,85 (R$ 37,09) E ISS 2,00 (R$ 12,68). PA 1833-72.2018;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;634,00;634,00;;;;;;;;;634,00;634,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 4094. SERVICOS ODONTOLOGICOS. RETENCAO IMP FED 5,85 (R$ 3,12) E ISS 2,00 (R$ 1,07). PA 2315-88.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;53,39;4,19;;;;;;;;;53,39;4,19
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 4094. SERVICOS ODONTOLOGICOS. RETENCAO IMP FED 5,85 (R$ 3,12) E ISS 2,00 (R$ 1,07). PA 2315-88.2016..;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;0,00;49,20;;;;;;;;;0,00;49,20
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 4392 E 4452. SERVICOS MEDICOS. ISS 2,00 (R$ 18,47) ENTIDADE SEM FINS LUCRATIVOS. PA 1988-75.2018.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;923,61;1.828,75;;;;;;;;;923,61;1.828,75
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 458 E 4073. SERVICOS ODONTOLOGICOS. RETENCAO IMP FED 5,85 (R$ 18,88) E ISS 2,00 (R$ 6,46). PA 2315-88.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;322,78;322,78;;;;;;;;;322,78;322,78
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 459, 829 E 51462. SERVICOS MEDICOS. RETENCAO IMP. FED. 5,85 (R$ 47,76) E ISS 2,00 (R$ 16,33). PA 2052-56.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;726,37;726,37;;;;;;;;;726,37;726,37
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 5992, 5993 E 6067. SERVICO MEDICO. RETENCAO IMP FED 5,85 (R$ 137,50) E ISS 2,00 (R$ 47,01).PA 413-32.2018.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;949,40;949,40;;;;;;;;;949,40;949,40
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 64125, 64125, 66057, 66058, 66059, 66326, 66327 E 66336. SERVICOS MEDICOS. RETENCAO IMP FED 5,85 (R$ 3.789,17) E ISS 2,00 (R$ 1.295,44). PA 2205-89.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;64.747,52;64.747,52;;;;;;;;;64.747,52;64.747,52
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 7649, 7765 E 7797. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 1.583,55) E 2,00 ISS (R$ 541,38). PA 0194-19.2018;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;2.112,39;2.112,39;;;;;;;;;2.112,39;2.112,39
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 7884. SERVICOS MEDICOS. RETENCAO 5,85 IMP FED (R$ 1.062,67) E 2,00 ISS (R$ 363,31). PA 0194-19.2018;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;4.370,43;4.370,43;;;;;;;;;4.370,43;4.370,43
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO NFS 9580 E 9721. SERVICOS MEDICOS. RETENCAO IMP FED 5,85 (R$ 108,63) E ISS 2,00 (R$ 37,14). PA 3109-12.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;973,95;973,95;;;;;;;;;973,95;973,95
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PAGTO PAGTO NF 9910. SERVICOS MEDICOS. RETENCAO IMP FED 5,85 (R$ 63,86) E ISS 2,00 (R$ 21,83). PA 3109-12.2016.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;0,00;1.005,85;;;;;;;;;0,00;1.005,85
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PGTO NF 11.462. SERVICOS ODONTOLOGICOS. RETENCAO IMP. FED. 5,85 (R$ 30,67). ISENTO DE ISS (UNIPROFISISONAL). PA 3457-30.2016;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;460,21;460,21;;;;;;;;;460,21;460,21
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02301057020040053;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;084780;AMO CREMOD;ASSIST MED ODONT- CREDENCIAMENTO;0100;RECURSOS ORDINARIOS;2;ORCAMENTO DE SEGURIDADE SOCIAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;3;ESTIMATIVO;08;NAO SE APLICA;-8;03/01/2018;JAN/2018;2018;070025000012018NE000022;ASSISTENCIA MEDICA;PGTO NF 1128. SERVICOS ODONTOLOGICOS. RETENCAO IMP FED 5,85 (R$ 57,91) E ISS 2,00 (R$ 19,80). PA 1347-87.2018.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;;;;;;;;0,00;989,84;989,84;;;;;;;;;989,84;989,84
